product_id,product_name,data_price,image_link,description,href,category
s99578163,NÄMMARÖ,145.00,https://www.ikea.com/us/en/images/products/naemmaroe-bench-with-backrest-and-cushions-light-brown-stained-kuddarna-light-grey-beige__1379442_pe961549_s5.jpg?f=xxs,Bench with backrest and cushions,https://www.ikea.com/us/en/p/naemmaroe-bench-with-backrest-and-cushions-light-brown-stained-kuddarna-light-grey-beige-s99578163/,outdoor-patio-furniture-od003
40151841,LÄCKÖ,69.00,https://www.ikea.com/us/en/images/products/laeckoe-table-outdoor-gray__0735746_pe740154_s5.jpg?f=xxs,"Table, outdoor, 27 1/2 """,https://www.ikea.com/us/en/p/laeckoe-table-outdoor-gray-40151841/,outdoor-patio-furniture-od003
90557886,GRÖNSTA,70.00,https://www.ikea.com/us/en/images/products/groensta-armchair-in-outdoor-white__1243810_pe920959_s5.jpg?f=xxs,"Armchair, in/outdoor",https://www.ikea.com/us/en/p/groensta-armchair-in-outdoor-white-90557886/,outdoor-patio-furniture-od003
30503740,VASSHOLMEN,125.00,https://www.ikea.com/us/en/images/products/vassholmen-chair-in-outdoor-black-white__1078039_pe857074_s5.jpg?f=xxs,"Chair, in/outdoor",https://www.ikea.com/us/en/p/vassholmen-chair-in-outdoor-black-white-30503740/,outdoor-patio-furniture-od003
s19535200,NÄMMARÖ,125.00,https://www.ikea.com/us/en/images/products/naemmaroe-reclining-chair-outdoor-light-brown-stained-froesoen-duvholmen-multicolor-stripe-pattern__1239764_pe919095_s5.jpg?f=xxs,"Reclining chair, outdoor",https://www.ikea.com/us/en/p/naemmaroe-reclining-chair-outdoor-light-brown-stained-froesoen-duvholmen-multicolor-stripe-pattern-s19535200/,outdoor-patio-furniture-od003
s49534973,NÄMMARÖ,185.00,https://www.ikea.com/us/en/images/products/naemmaroe-bench-with-backrest-outdoor-light-brown-stained-froesoen-duvholmen-stripe-pattern__1239772_pe919087_s5.jpg?f=xxs,"Bench with backrest, outdoor",https://www.ikea.com/us/en/p/naemmaroe-bench-with-backrest-outdoor-light-brown-stained-froesoen-duvholmen-stripe-pattern-s49534973/,outdoor-patio-furniture-od003
s89545385,BONDHOLMEN,260.00,https://www.ikea.com/us/en/images/products/bondholmen-armchair-outdoor-brown-jaerpoen-duvholmen-anthracite__1247754_pe922748_s5.jpg?f=xxs,"Armchair, outdoor",https://www.ikea.com/us/en/p/bondholmen-armchair-outdoor-brown-jaerpoen-duvholmen-anthracite-s89545385/,outdoor-patio-furniture-od003
50503353,NÄMMARÖ,45.00,https://www.ikea.com/us/en/images/products/naemmaroe-chair-outdoor-foldable-light-brown-stained__1138756_pe880056_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/naemmaroe-chair-outdoor-foldable-light-brown-stained-50503353/,outdoor-patio-furniture-od003
10557526,ASKHOLMEN,119.00,https://www.ikea.com/us/en/images/products/askholmen-gateleg-table-outdoor-dark-brown__1283382_pe932463_s5.jpg?f=xxs,"Gateleg table, outdoor",https://www.ikea.com/us/en/p/askholmen-gateleg-table-outdoor-dark-brown-10557526/,outdoor-patio-furniture-od003
10515683,VÄRMANSÖ,429.00,https://www.ikea.com/us/en/images/products/vaermansoe-table-outdoor-dark-gray__1148142_pe883692_s5.jpg?f=xxs,"Table, outdoor, 88 1/4x36 5/8 """,https://www.ikea.com/us/en/p/vaermansoe-table-outdoor-dark-gray-10515683/,outdoor-patio-furniture-od003
70519763,GRÖNSTA,60.00,https://www.ikea.com/us/en/images/products/groensta-chair-indoor-outdoor-white__1243689_pe920720_s5.jpg?f=xxs,Chair,https://www.ikea.com/us/en/p/groensta-chair-indoor-outdoor-white-70519763/,outdoor-patio-furniture-od003
30558167,BONDHOLMEN,249.00,https://www.ikea.com/us/en/images/products/bondholmen-bench-with-backrest-outdoor-brown__1284982_pe933167_s5.jpg?f=xxs,"Bench with backrest, outdoor",https://www.ikea.com/us/en/p/bondholmen-bench-with-backrest-outdoor-brown-30558167/,outdoor-patio-furniture-od003
90503346,SEGERÖN,130.00,https://www.ikea.com/us/en/images/products/segeroen-bar-stool-outdoor-swivel-white-beige__1138774_pe880076_s5.jpg?f=xxs,"Bar stool, outdoor",https://www.ikea.com/us/en/p/segeroen-bar-stool-outdoor-swivel-white-beige-90503346/,outdoor-patio-furniture-od003
s09584856,SEGERÖN,500.00,https://www.ikea.com/us/en/images/products/segeroen-loveseat-outdoor-white-beige-froesoen-duvholmen-beige__1384099_pe962971_s5.jpg?f=xxs,"Loveseat, outdoor",https://www.ikea.com/us/en/p/segeroen-loveseat-outdoor-white-beige-froesoen-duvholmen-beige-s09584856/,outdoor-patio-furniture-od003
70503738,VINGSÖN,399.99,https://www.ikea.com/us/en/images/products/vingsoen-wing-chair-in-outdoor-gray__1077682_pe856963_s5.jpg?f=xxs,"Wing chair, in/outdoor",https://www.ikea.com/us/en/p/vingsoen-wing-chair-in-outdoor-gray-70503738/,outdoor-patio-furniture-od003
s59436608,VINGSÖN,489.99,https://www.ikea.com/us/en/images/products/vingsoen-wing-chair-in-outdoor-gray-jaerpoen-duvholmen-anthracite__1078906_pe857321_s5.jpg?f=xxs,"Wing chair, in/outdoor",https://www.ikea.com/us/en/p/vingsoen-wing-chair-in-outdoor-gray-jaerpoen-duvholmen-anthracite-s59436608/,outdoor-patio-furniture-od003
40211637,VÄSMAN,75.00,https://www.ikea.com/us/en/images/products/vaesman-armchair-outdoor-black__0133901_pe289641_s5.jpg?f=xxs,"Armchair, outdoor",https://www.ikea.com/us/en/p/vaesman-armchair-outdoor-black-40211637/,outdoor-patio-furniture-od003
40547244,KUDDARNA,30.00,https://www.ikea.com/us/en/images/products/kuddarna-seat-back-pad-outdoor-light-grey-beige__1362792_pe955523_s5.jpg?f=xxs,"Seat/back pad, outdoor, 45 5/8x17 3/4 """,https://www.ikea.com/us/en/p/kuddarna-seat-back-pad-outdoor-light-grey-beige-40547244/,outdoor-patio-furniture-od003
20557781,STRANDÖN,10.99,https://www.ikea.com/us/en/images/products/strandoen-tray-table-in-outdoor-pale-green__1170615_pe892885_s5.jpg?f=xxs,"Tray table, in/outdoor, 22 1/4x17 3/4 """,https://www.ikea.com/us/en/p/strandoen-tray-table-in-outdoor-pale-green-20557781/,outdoor-patio-furniture-od003
30492143,TEGELÖN,579.00,https://www.ikea.com/us/en/images/products/tegeloen-table-outdoor-dark-gray-black__1037369_pe838756_s5.jpg?f=xxs,"Table, outdoor, 85x33 7/8 """,https://www.ikea.com/us/en/p/tegeloen-table-outdoor-dark-gray-black-30492143/,outdoor-patio-furniture-od003
s89579832,JUTHOLMEN,500.00,https://www.ikea.com/us/en/images/products/jutholmen-modular-corner-sofa-3-seat-outdoor-dark-gray-kuddarna-light-grey-beige__1380044_pe961600_s5.jpg?f=xxs,"Modular corner sofa 3-seat, outdoor",https://www.ikea.com/us/en/p/jutholmen-modular-corner-sofa-3-seat-outdoor-dark-gray-kuddarna-light-grey-beige-s89579832/,outdoor-patio-furniture-od003
70510296,NÄMMARÖ,70.00,https://www.ikea.com/us/en/images/products/naemmaroe-bar-stool-outdoor-light-brown-stained__1138760_pe880060_s5.jpg?f=xxs,"Bar stool, outdoor",https://www.ikea.com/us/en/p/naemmaroe-bar-stool-outdoor-light-brown-stained-70510296/,outdoor-patio-furniture-od003
20391743,FRÖSÖN,10.00,https://www.ikea.com/us/en/images/products/froesoen-cover-for-back-cushion-outdoor-beige__0685036_pe721317_s5.jpg?f=xxs,"Cover for back cushion, 24 3/8x17 3/8 """,https://www.ikea.com/us/en/p/froesoen-cover-for-back-cushion-outdoor-beige-20391743/,outdoor-patio-furniture-od003
20510798,SEGERÖN,249.99,https://www.ikea.com/us/en/images/products/segeroen-chaise-white-beige__1138768_pe880070_s5.jpg?f=xxs,Chaise,https://www.ikea.com/us/en/p/segeroen-chaise-white-beige-20510798/,outdoor-patio-furniture-od003
60510843,TEGELÖN,369.00,https://www.ikea.com/us/en/images/products/tegeloen-table-outdoor-dark-gray-black__1037366_pe838753_s5.jpg?f=xxs,"Table, outdoor, 55 1/8x33 7/8 """,https://www.ikea.com/us/en/p/tegeloen-table-outdoor-dark-gray-black-60510843/,outdoor-patio-furniture-od003
80469116,JUTHOLMEN,115.00,https://www.ikea.com/us/en/images/products/jutholmen-corner-section-outdoor-dark-gray-brown__0934845_pe792560_s5.jpg?f=xxs,"Corner section, outdoor",https://www.ikea.com/us/en/p/jutholmen-corner-section-outdoor-dark-gray-brown-80469116/,outdoor-patio-furniture-od003
60510800,SEGERÖN,269.00,https://www.ikea.com/us/en/images/products/segeroen-bar-table-outdoor-white-beige__1138772_pe880080_s5.jpg?f=xxs,"Bar table, outdoor, 35x35 """,https://www.ikea.com/us/en/p/segeroen-bar-table-outdoor-white-beige-60510800/,outdoor-patio-furniture-od003
80553148,STRANDÖN,34.99,https://www.ikea.com/us/en/images/products/strandoen-chaise-yellow-blue__1170610_pe892883_s5.jpg?f=xxs,Chaise,https://www.ikea.com/us/en/p/strandoen-chaise-yellow-blue-80553148/,outdoor-patio-furniture-od003
60510305,NÄMMARÖ,25.00,https://www.ikea.com/us/en/images/products/naemmaroe-backrest-for-modular-sofa-outdoor-light-brown-stained__1138758_pe880058_s5.jpg?f=xxs,"Backrest for modular sofa, outdoor, 23 5/8x22 1/4 """,https://www.ikea.com/us/en/p/naemmaroe-backrest-for-modular-sofa-outdoor-light-brown-stained-60510305/,outdoor-patio-furniture-od003
80575895,SUNDSÖ,59.00,https://www.ikea.com/us/en/images/products/sundsoe-table-anthracite-outdoor__1352306_pe952176_s5.jpg?f=xxs,"Table, 25 5/8 """,https://www.ikea.com/us/en/p/sundsoe-table-anthracite-outdoor-80575895/,outdoor-patio-furniture-od003
00558197,BONDHOLMEN,449.00,https://www.ikea.com/us/en/images/products/bondholmen-table-outdoor-brown__1285179_pe933248_s5.jpg?f=xxs,"Table, outdoor, 92 1/2x35 3/8 """,https://www.ikea.com/us/en/p/bondholmen-table-outdoor-brown-00558197/,outdoor-patio-furniture-od003
50522733,LÄCKÖ,149.99,https://www.ikea.com/us/en/images/products/laeckoe-loveseat-outdoor-gray__1138955_pe880166_s5.jpg?f=xxs,"Loveseat, outdoor",https://www.ikea.com/us/en/p/laeckoe-loveseat-outdoor-gray-50522733/,outdoor-patio-furniture-od003
40510797,SEGERÖN,115.00,https://www.ikea.com/us/en/images/products/segeroen-coffee-table-outdoor-white-beige__1138769_pe880071_s5.jpg?f=xxs,"Coffee table, outdoor, 28 3/4x28 3/4 """,https://www.ikea.com/us/en/p/segeroen-coffee-table-outdoor-white-beige-40510797/,outdoor-patio-furniture-od003
10582583,SUNDSÖ,59.00,https://www.ikea.com/us/en/images/products/sundsoe-table-light-green-outdoor__1352300_pe952170_s5.jpg?f=xxs,"Table, 25 5/8x25 5/8 """,https://www.ikea.com/us/en/p/sundsoe-table-light-green-outdoor-10582583/,outdoor-patio-furniture-od003
70583805,KLÖSAN,30.00,https://www.ikea.com/us/en/images/products/kloesan-chair-pad-outdoor-dark-blue__1382373_pe962281_s5.jpg?f=xxs,"Chair pad, outdoor, 17 3/4x45 5/8 """,https://www.ikea.com/us/en/p/kloesan-chair-pad-outdoor-dark-blue-70583805/,outdoor-patio-furniture-od003
s99579841,JUTHOLMEN,115.00,https://www.ikea.com/us/en/images/products/jutholmen-chair-outdoor-dark-gray-kuddarna-light-grey-beige__1380050_pe961606_s5.jpg?f=xxs,"Chair, outdoor, 25 5/8x28 3/4x28 """,https://www.ikea.com/us/en/p/jutholmen-chair-outdoor-dark-gray-kuddarna-light-grey-beige-s99579841/,outdoor-patio-furniture-od003
90510813,SEGERÖN,299.00,https://www.ikea.com/us/en/images/products/segeroen-table-outdoor-white-beige__1138776_pe880078_s5.jpg?f=xxs,"Table, outdoor, 35 7/8x57 7/8 """,https://www.ikea.com/us/en/p/segeroen-table-outdoor-white-beige-90510813/,outdoor-patio-furniture-od003
90095428,TÄRNÖ,25.00,https://www.ikea.com/us/en/images/products/taernoe-chair-outdoor-foldable-black-light-brown-stained__0728354_pe736202_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/taernoe-chair-outdoor-foldable-black-light-brown-stained-90095428/,outdoor-patio-furniture-od003
30557498,ASKHOLMEN,49.00,https://www.ikea.com/us/en/images/products/askholmen-table-outdoor-foldable-dark-brown__1283396_pe932476_s5.jpg?f=xxs,"Table, outdoor, 23 5/8x24 3/8 """,https://www.ikea.com/us/en/p/askholmen-table-outdoor-foldable-dark-brown-30557498/,outdoor-patio-furniture-od003
50445301,JÄRPÖN,20.00,https://www.ikea.com/us/en/images/products/jaerpoen-cover-for-back-cushion-outdoor-anthracite__0747970_pe744782_s5.jpg?f=xxs,"Cover for back cushion, 24 3/8x17 3/8 """,https://www.ikea.com/us/en/p/jaerpoen-cover-for-back-cushion-outdoor-anthracite-50445301/,outdoor-patio-furniture-od003
10495133,BOCKÖN,129.99,https://www.ikea.com/us/en/images/products/bockoen-hammock-stand-outdoor-black__1137844_pe879767_s5.jpg?f=xxs,"Hammock stand, outdoor",https://www.ikea.com/us/en/p/bockoen-hammock-stand-outdoor-black-10495133/,outdoor-patio-furniture-od003
s39584727,SEGERÖN,250.00,https://www.ikea.com/us/en/images/products/segeroen-corner-section-with-pad-outdoor-white-beige-froesoen-duvholmen-beige__1384102_pe962968_s5.jpg?f=xxs,Corner section with pad,https://www.ikea.com/us/en/p/segeroen-corner-section-with-pad-outdoor-white-beige-froesoen-duvholmen-beige-s39584727/,outdoor-patio-furniture-od003
s09579845,JUTHOLMEN,130.00,https://www.ikea.com/us/en/images/products/jutholmen-chair-outdoor-dark-gray-kuddarna-light-grey-beige__1380052_pe961604_s5.jpg?f=xxs,"Chair, outdoor, 25 5/8x28 3/4x32 5/8 """,https://www.ikea.com/us/en/p/jutholmen-chair-outdoor-dark-gray-kuddarna-light-grey-beige-s09579845/,outdoor-patio-furniture-od003
s59253444,FRÖSÖN/DUVHOLMEN,30.00,https://www.ikea.com/us/en/images/products/froesoen-duvholmen-chair-pad-outdoor-beige__0685056_pe721329_s5.jpg?f=xxs,"Chair pad, outdoor, 17 3/8x17 3/8 """,https://www.ikea.com/us/en/p/froesoen-duvholmen-chair-pad-outdoor-beige-s59253444/,outdoor-patio-furniture-od003
10255307,FEJAN,15.00,https://www.ikea.com/us/en/images/products/fejan-chair-outdoor-foldable-white__0728344_pe736190_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/fejan-chair-outdoor-foldable-white-10255307/,outdoor-patio-furniture-od003
70515760,DUVSKÄR,95.00,https://www.ikea.com/us/en/images/products/duvskaer-chair-in-outdoor-black-blue__1138802_pe880082_s5.jpg?f=xxs,"Chair, in/outdoor",https://www.ikea.com/us/en/p/duvskaer-chair-in-outdoor-black-blue-70515760/,outdoor-patio-furniture-od003
20532291,HAMNÖN,50.00,https://www.ikea.com/us/en/images/products/hamnoen-hammock-anthracite-white__1164846_pe890687_s5.jpg?f=xxs,"Hammock, 59x104 3/8 """,https://www.ikea.com/us/en/p/hamnoen-hammock-anthracite-white-20532291/,outdoor-patio-furniture-od003
20537854,TORPARÖ,75.00,https://www.ikea.com/us/en/images/products/torparoe-reclining-chair-outdoor-white-gray__1138952_pe880157_s5.jpg?f=xxs,"Reclining chair, outdoor",https://www.ikea.com/us/en/p/torparoe-reclining-chair-outdoor-white-gray-20537854/,outdoor-patio-furniture-od003
90510808,SEGERÖN,120.00,https://www.ikea.com/us/en/images/products/segeroen-bar-stool-outdoor-white-beige__1138775_pe880077_s5.jpg?f=xxs,"Bar stool, outdoor, 28 3/4 """,https://www.ikea.com/us/en/p/segeroen-bar-stool-outdoor-white-beige-90510808/,outdoor-patio-furniture-od003
90522769,STRANDÖN,29.99,https://www.ikea.com/us/en/images/products/strandoen-beach-chair-white-green-blue__1170579_pe892860_s5.jpg?f=xxs,Beach chair,https://www.ikea.com/us/en/p/strandoen-beach-chair-white-green-blue-90522769/,outdoor-patio-furniture-od003
50305065,TOSTERÖ,69.99,https://www.ikea.com/us/en/images/products/tosteroe-cover-for-furniture-set-dining-set-black__0709170_pe726853_s5.jpg?f=xxs,"Cover for furniture set, 84 5/8x53 1/8 """,https://www.ikea.com/us/en/p/tosteroe-cover-for-furniture-set-dining-set-black-50305065/,outdoor-patio-furniture-od003
30533737,ÖRSKÄR,129.99,https://www.ikea.com/us/en/images/products/oerskaer-nesting-tables-set-of-2-indoor-outdoor-dark-gray__1166266_pe891092_s5.jpg?f=xxs,"Nesting tables, set of 2",https://www.ikea.com/us/en/p/oerskaer-nesting-tables-set-of-2-indoor-outdoor-dark-gray-30533737/,outdoor-patio-furniture-od003
60532307,TOSTERÖ,74.99,https://www.ikea.com/us/en/images/products/tosteroe-cover-for-outdoor-furniture-sofa-black__1102605_pe867040_s5.jpg?f=xxs,"Cover for outdoor furniture, 86 5/8x86 5/8 """,https://www.ikea.com/us/en/p/tosteroe-cover-for-outdoor-furniture-sofa-black-60532307/,outdoor-patio-furniture-od003
00537850,TORPARÖ,25.00,https://www.ikea.com/us/en/images/products/torparoe-chair-in-outdoor-foldable-white-gray__1138961_pe880160_s5.jpg?f=xxs,"Chair, in/outdoor",https://www.ikea.com/us/en/p/torparoe-chair-in-outdoor-foldable-white-gray-00537850/,outdoor-patio-furniture-od003
00503807,TEGELÖN,155.00,https://www.ikea.com/us/en/images/products/tegeloen-chair-in-outdoor-dark-gray-black__1127202_pe876081_s5.jpg?f=xxs,"Chair, in/outdoor",https://www.ikea.com/us/en/p/tegeloen-chair-in-outdoor-dark-gray-black-00503807/,outdoor-patio-furniture-od003
50391746,FRÖSÖN,5.00,https://www.ikea.com/us/en/images/products/froesoen-cover-for-chair-pad-outdoor-beige__0685057_pe721327_s5.jpg?f=xxs,"Cover for chair pad, 13 3/4 """,https://www.ikea.com/us/en/p/froesoen-cover-for-chair-pad-outdoor-beige-50391746/,outdoor-patio-furniture-od003
50535684,ASKHOLMEN,60.00,https://www.ikea.com/us/en/images/products/askholmen-armchair-outdoor-dark-brown__1285186_pe933255_s5.jpg?f=xxs,"Armchair, outdoor",https://www.ikea.com/us/en/p/askholmen-armchair-outdoor-dark-brown-50535684/,outdoor-patio-furniture-od003
80520756,GULLBERGSÖ,5.99,https://www.ikea.com/us/en/images/products/gullbergsoe-cushion-cover-in-outdoor-multicolor__1104018_pe867470_s5.jpg?f=xxs,"Cushion cover, in/outdoor, 20x20 """,https://www.ikea.com/us/en/p/gullbergsoe-cushion-cover-in-outdoor-multicolor-80520756/,outdoor-patio-furniture-od003
s49579853,JUTHOLMEN,300.00,https://www.ikea.com/us/en/images/products/jutholmen-2-seat-modular-sofa-outdoor-dark-gray-kuddarna-light-grey-beige__1380048_pe961608_s5.jpg?f=xxs,"2-seat modular sofa, outdoor",https://www.ikea.com/us/en/p/jutholmen-2-seat-modular-sofa-outdoor-dark-gray-kuddarna-light-grey-beige-s49579853/,outdoor-patio-furniture-od003
80510309,NÄMMARÖ,119.00,https://www.ikea.com/us/en/images/products/naemmaroe-bar-table-outdoor-light-brown-stained__1138762_pe880062_s5.jpg?f=xxs,"Bar table, outdoor, 24 3/4x24 3/4 """,https://www.ikea.com/us/en/p/naemmaroe-bar-table-outdoor-light-brown-stained-80510309/,outdoor-patio-furniture-od003
00558178,BONDHOLMEN,125.00,https://www.ikea.com/us/en/images/products/bondholmen-reclining-chair-outdoor-brown__1285181_pe933250_s5.jpg?f=xxs,"Reclining chair, outdoor",https://www.ikea.com/us/en/p/bondholmen-reclining-chair-outdoor-brown-00558178/,outdoor-patio-furniture-od003
s89253107,FRÖSÖN/DUVHOLMEN,25.00,https://www.ikea.com/us/en/images/products/froesoen-duvholmen-back-cushion-outdoor-beige__0685036_pe721317_s5.jpg?f=xxs,"Back cushion, outdoor, 24 3/8x17 3/8 """,https://www.ikea.com/us/en/p/froesoen-duvholmen-back-cushion-outdoor-beige-s89253107/,outdoor-patio-furniture-od003
70532340,TOSTERÖ,54.99,https://www.ikea.com/us/en/images/products/tosteroe-cover-for-outdoor-furniture-table-and-chairs-black__1102620_pe867052_s5.jpg?f=xxs,"Cover for outdoor furniture, 74 3/4x31 1/2 """,https://www.ikea.com/us/en/p/tosteroe-cover-for-outdoor-furniture-table-and-chairs-black-70532340/,outdoor-patio-furniture-od003
s19549645,BONDHOLMEN,354.00,https://www.ikea.com/us/en/images/products/bondholmen-bench-with-backrest-outdoor-brown-jaerpoen-duvholmen-anthracite__1247765_pe922755_s5.jpg?f=xxs,"Bench with backrest, outdoor",https://www.ikea.com/us/en/p/bondholmen-bench-with-backrest-outdoor-brown-jaerpoen-duvholmen-anthracite-s19549645/,outdoor-patio-furniture-od003
80584183,KUDDARNA,25.00,https://www.ikea.com/us/en/images/products/kuddarna-bench-pad-outdoor-light-grey-beige__1384344_pe962977_s5.jpg?f=xxs,"Bench pad, outdoor, 47 1/4x15 3/4 """,https://www.ikea.com/us/en/p/kuddarna-bench-pad-outdoor-light-grey-beige-80584183/,outdoor-patio-furniture-od003
60537852,TORPARÖ,50.00,https://www.ikea.com/us/en/images/products/torparoe-armchair-in-outdoor-white-gray__1138957_pe880162_s5.jpg?f=xxs,"Armchair, in/outdoor",https://www.ikea.com/us/en/p/torparoe-armchair-in-outdoor-white-gray-60537852/,outdoor-patio-furniture-od003
s39535176,NÄMMARÖ,75.00,https://www.ikea.com/us/en/images/products/naemmaroe-chair-outdoor-foldable-light-brown-stained-froesoen-duvholmen-stripe-pattern__1239768_pe919085_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/naemmaroe-chair-outdoor-foldable-light-brown-stained-froesoen-duvholmen-stripe-pattern-s39535176/,outdoor-patio-furniture-od003
30542497,HAVSTEN,280.00,https://www.ikea.com/us/en/images/products/havsten-armchair-outdoor-beige__1138954_pe880159_s5.jpg?f=xxs,"Armchair, outdoor",https://www.ikea.com/us/en/p/havsten-armchair-outdoor-beige-30542497/,outdoor-patio-furniture-od003
00391843,DUVHOLMEN,10.00,https://www.ikea.com/us/en/images/products/duvholmen-inner-chair-pad-outdoor-white__0572539_pe667531_s5.jpg?f=xxs,"Inner chair pad, 13 3/4 """,https://www.ikea.com/us/en/p/duvholmen-inner-chair-pad-outdoor-white-00391843/,outdoor-patio-furniture-od003
60480841,KUDDARNA,35.00,https://www.ikea.com/us/en/images/products/kuddarna-chaise-pad-gray__0966349_pe809767_s5.jpg?f=xxs,"Chaise pad, 74 3/4x23 5/8 """,https://www.ikea.com/us/en/p/kuddarna-chaise-pad-gray-60480841/,outdoor-patio-furniture-od003
20536393,VÄRMANSÖ,120.00,https://www.ikea.com/us/en/images/products/vaermansoe-chair-outdoor-brown__1148145_pe883700_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/vaermansoe-chair-outdoor-brown-20536393/,outdoor-patio-furniture-od003
40586669,KLÖSAN,11.00,https://www.ikea.com/us/en/images/products/kloesan-chair-pad-outdoor-blue__1180722_pe896430_s5.jpg?f=xxs,"Chair pad, outdoor, 14 1/8x12 5/8 """,https://www.ikea.com/us/en/p/kloesan-chair-pad-outdoor-blue-40586669/,outdoor-patio-furniture-od003
30509935,DUVHOLMEN,70.00,https://www.ikea.com/us/en/images/products/duvholmen-inner-chaise-pad__1035295_pe838022_s5.jpg?f=xxs,"Inner chaise pad, 74 3/4x23 5/8 """,https://www.ikea.com/us/en/p/duvholmen-inner-chaise-pad-30509935/,outdoor-patio-furniture-od003
10547250,KUDDARNA,20.00,https://www.ikea.com/us/en/images/products/kuddarna-seat-pad-outdoor-light-grey-beige__1362787_pe955522_s5.jpg?f=xxs,"Seat pad, outdoor, 24 3/8x24 3/8 """,https://www.ikea.com/us/en/p/kuddarna-seat-pad-outdoor-light-grey-beige-10547250/,outdoor-patio-furniture-od003
30391747,FRÖSÖN,15.00,https://www.ikea.com/us/en/images/products/froesoen-cover-for-chair-pad-outdoor-beige__0685056_pe721329_s5.jpg?f=xxs,"Cover for chair pad, 17 3/8x17 3/8 """,https://www.ikea.com/us/en/p/froesoen-cover-for-chair-pad-outdoor-beige-30391747/,outdoor-patio-furniture-od003
s49529212,ASKHOLMEN,56.00,https://www.ikea.com/us/en/images/products/askholmen-chair-outdoor-foldable-dark-brown-kloesan-blue__1242344_pe920183_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/askholmen-chair-outdoor-foldable-dark-brown-kloesan-blue-s49529212/,outdoor-patio-furniture-od003
s89304913,JÄRPÖN/DUVHOLMEN,55.00,https://www.ikea.com/us/en/images/products/jaerpoen-duvholmen-seat-pad-outdoor-anthracite__0747973_pe744785_s5.jpg?f=xxs,"Seat pad, outdoor, 24 3/8x24 3/8 """,https://www.ikea.com/us/en/p/jaerpoen-duvholmen-seat-pad-outdoor-anthracite-s89304913/,outdoor-patio-furniture-od003
30583807,KLÖSAN,10.00,https://www.ikea.com/us/en/images/products/kloesan-chair-pad-outdoor-dark-blue__1382371_pe962277_s5.jpg?f=xxs,"Chair pad, outdoor, 19 5/8x19 5/8 """,https://www.ikea.com/us/en/p/kloesan-chair-pad-outdoor-dark-blue-30583807/,outdoor-patio-furniture-od003
s39575407,NÄMMARÖ,115.00,https://www.ikea.com/us/en/images/products/naemmaroe-bench-with-cushion-light-brown-stained-light-grey-beige__1379438_pe961550_s5.jpg?f=xxs,"Bench with cushion, 47 1/4 """,https://www.ikea.com/us/en/p/naemmaroe-bench-with-cushion-light-brown-stained-light-grey-beige-s39575407/,outdoor-patio-furniture-od003
00534903,TÄRNÖ,89.99,https://www.ikea.com/us/en/images/products/taernoe-bench-outdoor-foldable-black-light-brown-stained__1153867_pe885872_s5.jpg?f=xxs,"Bench, outdoor",https://www.ikea.com/us/en/p/taernoe-bench-outdoor-foldable-black-light-brown-stained-00534903/,outdoor-patio-furniture-od003
20557502,ASKHOLMEN,45.00,https://www.ikea.com/us/en/images/products/askholmen-chair-outdoor-foldable-dark-brown__1246212_pe922035_s5.jpg?f=xxs,"Chair, outdoor",https://www.ikea.com/us/en/p/askholmen-chair-outdoor-foldable-dark-brown-20557502/,outdoor-patio-furniture-od003
30558172,BONDHOLMEN,120.00,https://www.ikea.com/us/en/images/products/bondholmen-armchair-outdoor-brown__1285173_pe933242_s5.jpg?f=xxs,"Armchair, outdoor",https://www.ikea.com/us/en/p/bondholmen-armchair-outdoor-brown-30558172/,outdoor-patio-furniture-od003
s29500865,SEGERÖN,364.99,https://www.ikea.com/us/en/images/products/segeroen-chaise-outdoor-white-beige-froesoen-duvholmen-beige__1147132_pe883283_s5.jpg?f=xxs,Chaise,https://www.ikea.com/us/en/p/segeroen-chaise-outdoor-white-beige-froesoen-duvholmen-beige-s29500865/,outdoor-patio-furniture-od003
60547238,KUDDARNA,10.00,https://www.ikea.com/us/en/images/products/kuddarna-chair-pad-outdoor-light-grey-beige__1362790_pe955525_s5.jpg?f=xxs,"Chair pad, outdoor, 19 5/8x19 5/8 """,https://www.ikea.com/us/en/p/kuddarna-chair-pad-outdoor-light-grey-beige-60547238/,outdoor-patio-furniture-od003
70547191,FRÖSÖN,30.00,https://www.ikea.com/us/en/images/products/froesoen-cover-for-seat-back-pad-outdoor-multicolor-stripe-pattern__1180717_pe896426_s5.jpg?f=xxs,"Cover for seat/back pad, 45 5/8x17 3/4 """,https://www.ikea.com/us/en/p/froesoen-cover-for-seat-back-pad-outdoor-multicolor-stripe-pattern-70547191/,outdoor-patio-furniture-od003
