product_id,product_name,data_price,image_link,description,href,category
00474758,TROTTEN,89.99,https://www.ikea.com/us/en/images/products/trotten-tabletop-white__1009449_pe827604_s5.jpg?f=xxs,"Tabletop, 31 1/2x31 1/2 """,https://www.ikea.com/us/en/p/trotten-tabletop-white-00474758/,tables-desks-fu004
00496048,IDANÄS,149.99,https://www.ikea.com/us/en/images/products/idanaes-side-table-white__1161089_pe889273_s5.jpg?f=xxs,"Side table, 18 1/8x14 1/8 """,https://www.ikea.com/us/en/p/idanaes-side-table-white-00496048/,tables-desks-fu004
40534152,ÖSTAVALL,129.99,https://www.ikea.com/us/en/images/products/oestavall-adjustable-coffee-table-black__1213707_pe911231_s5.jpg?f=xxs,"Adjustable coffee table, 35 3/8 """,https://www.ikea.com/us/en/p/oestavall-adjustable-coffee-table-black-40534152/,tables-desks-fu004
30578556,SONHULT,69.99,https://www.ikea.com/us/en/images/products/sonhult-nesting-tables-set-of-2-gray-walnut-effect__1329101_pe945076_s5.jpg?f=xxs,"Nesting tables, set of 2",https://www.ikea.com/us/en/p/sonhult-nesting-tables-set-of-2-gray-walnut-effect-30578556/,tables-desks-fu004
90474768,TROTTEN,40.00,https://www.ikea.com/us/en/images/products/trotten-noticeboard-white__1039543_pe840264_s5.jpg?f=xxs,"Noticeboard, 30x13 """,https://www.ikea.com/us/en/p/trotten-noticeboard-white-90474768/,tables-desks-fu004
70389356,BORGEBY,149.99,https://www.ikea.com/us/en/images/products/borgeby-coffee-table-birch-veneer__0987623_pe817609_s5.jpg?f=xxs,"Coffee table, 27 1/2 """,https://www.ikea.com/us/en/p/borgeby-coffee-table-birch-veneer-70389356/,tables-desks-fu004
s59555762,RELATERA,199.99,https://www.ikea.com/us/en/images/products/relatera-desk-combination-sit-stand-white-light-gray-green__1299342_pe936537_s5.jpg?f=xxs,"Desk combination sit/stand, 46 1/8x23 5/8 """,https://www.ikea.com/us/en/p/relatera-desk-combination-sit-stand-white-light-gray-green-s59555762/,tables-desks-fu004
s19417739,ANFALLARE / TILLSLAG,169.99,https://www.ikea.com/us/en/images/products/anfallare-tillslag-desk-bamboo-white__0976205_pe813095_s5.jpg?f=xxs,"Desk, 55 1/8x25 5/8 """,https://www.ikea.com/us/en/p/anfallare-tillslag-desk-bamboo-white-s19417739/,tables-desks-fu004
30250257,KRILLE,20.00,https://www.ikea.com/us/en/images/products/krille-leg-with-caster-white__0734626_pe739545_s5.jpg?f=xxs,"Leg with caster, 27 1/2 """,https://www.ikea.com/us/en/p/krille-leg-with-caster-white-30250257/,tables-desks-fu004
s39555763,RELATERA,174.99,https://www.ikea.com/us/en/images/products/relatera-desk-combination-sit-stand-white-light-gray-green__1293806_pe935270_s5.jpg?f=xxs,"Desk combination sit/stand, 46 1/8x23 5/8 """,https://www.ikea.com/us/en/p/relatera-desk-combination-sit-stand-white-light-gray-green-s39555763/,tables-desks-fu004
10528218,MITTZON,120.00,https://www.ikea.com/us/en/images/products/mittzon-acoustic-screen-for-desk-gunnared-beige__1271927_pe929628_s5.jpg?f=xxs,"Acoustic screen for desk, 35 3/8x28 3/8 """,https://www.ikea.com/us/en/p/mittzon-acoustic-screen-for-desk-gunnared-beige-10528218/,tables-desks-fu004
s49281027,IDÅSEN,399.00,https://www.ikea.com/us/en/images/products/idasen-desk-brown-dark-gray__0736568_pe740622_s5.jpg?f=xxs,"Desk, 47 1/4x27 1/2 """,https://www.ikea.com/us/en/p/idasen-desk-brown-dark-gray-s49281027/,tables-desks-fu004
20487873,IDANÄS,279.99,https://www.ikea.com/us/en/images/products/idanaes-coffee-table-white__1161069_pe889277_s5.jpg?f=xxs,"Coffee table, 42 1/8x21 5/8 """,https://www.ikea.com/us/en/p/idanaes-coffee-table-white-20487873/,tables-desks-fu004
10462180,ÄSPERÖD,89.99,https://www.ikea.com/us/en/images/products/aesperoed-side-table-black-glass-black__0816819_pe773696_s5.jpg?f=xxs,"Side table, 17 3/4 """,https://www.ikea.com/us/en/p/aesperoed-side-table-black-glass-black-10462180/,tables-desks-fu004
00541574,SKÅDIS,24.99,https://www.ikea.com/us/en/images/products/skadis-free-standing-peg-board-white__1128857_pe876711_s5.jpg?f=xxs,"Free-standing peg board, 22x14 ½ """,https://www.ikea.com/us/en/p/skadis-free-standing-peg-board-white-00541574/,tables-desks-fu004
s09508754,MITTCIRKEL / TILLSLAG,129.99,https://www.ikea.com/us/en/images/products/mittcirkel-tillslag-desk-lively-pine-effect-white__1206380_pe907504_s5.jpg?f=xxs,"Desk, 55 1/8x23 5/8 """,https://www.ikea.com/us/en/p/mittcirkel-tillslag-desk-lively-pine-effect-white-s09508754/,tables-desks-fu004
s89521676,MÅLSKYTT / ALEX,164.99,https://www.ikea.com/us/en/images/products/malskytt-alex-desk-birch-white__1209798_pe909443_s5.jpg?f=xxs,"Desk, 55 1/8x23 5/8 """,https://www.ikea.com/us/en/p/malskytt-alex-desk-birch-white-s89521676/,tables-desks-fu004
s79555780,RELATERA,144.99,https://www.ikea.com/us/en/images/products/relatera-desk-combination-white-light-gray-green__1293810_pe935273_s5.jpg?f=xxs,"Desk combination, 46 1/8x23 5/8 """,https://www.ikea.com/us/en/p/relatera-desk-combination-white-light-gray-green-s79555780/,tables-desks-fu004
60561248,STORKLINTA,249.99,https://www.ikea.com/us/en/images/products/storklinta-6-drawer-dresser-white-anchor-unlock-function__1283583_pe932540_s5.jpg?f=xxs,"6-drawer dresser, 55 1/8x18 7/8x29 1/2 """,https://www.ikea.com/us/en/p/storklinta-6-drawer-dresser-white-anchor-unlock-function-60561248/,dressers-storage-drawers-st004
30576190,HEMNES,399.99,https://www.ikea.com/us/en/images/products/hemnes-8-drawer-dresser-black-brown__0627349_pe693302_s5.jpg?f=xxs,"8-drawer dresser, 63x37 3/4 """,https://www.ikea.com/us/en/p/hemnes-8-drawer-dresser-black-brown-30576190/,dressers-storage-drawers-st004
00582164,RAST,99.99,https://www.ikea.com/us/en/images/products/rast-6-drawer-dresser-pine__1291249_pe934858_s5.jpg?f=xxs,"6-drawer dresser, 48 7/8x26 3/4 """,https://www.ikea.com/us/en/p/rast-6-drawer-dresser-pine-00582164/,dressers-storage-drawers-st004
10576308,MALM,299.99,https://www.ikea.com/us/en/images/products/malm-6-drawer-dresser-black-brown__0484881_pe621345_s5.jpg?f=xxs,"6-drawer dresser, 63x30 3/4 """,https://www.ikea.com/us/en/p/malm-6-drawer-dresser-black-brown-10576308/,dressers-storage-drawers-st004
70561672,KILBERGET,199.99,https://www.ikea.com/us/en/images/products/kilberget-6-drawer-chest-white-anchor-unlock-function__1283566_pe932527_s5.jpg?f=xxs,"6-drawer chest, 56 3/4x30 3/4 """,https://www.ikea.com/us/en/p/kilberget-6-drawer-chest-white-anchor-unlock-function-70561672/,dressers-storage-drawers-st004
00473546,ALEX,90.00,https://www.ikea.com/us/en/images/products/alex-drawer-unit-white__0977775_pe813763_s5.jpg?f=xxs,"Drawer unit, 14 1/8x27 1/2 """,https://www.ikea.com/us/en/p/alex-drawer-unit-white-00473546/,dressers-storage-drawers-st004
50572836,SONGESAND,299.99,https://www.ikea.com/us/en/images/products/songesand-6-drawer-dresser-white__0552202_pe658935_s5.jpg?f=xxs,"6-drawer dresser, 63 3/8x32 1/4 """,https://www.ikea.com/us/en/p/songesand-6-drawer-dresser-white-50572836/,dressers-storage-drawers-st004
40559289,STORKLINTA,169.99,https://www.ikea.com/us/en/images/products/storklinta-4-drawer-chest-white-anchor-unlock-function__1283576_pe932558_s5.jpg?f=xxs,"4-drawer chest, 27 1/2x18 7/8x38 5/8 """,https://www.ikea.com/us/en/p/storklinta-4-drawer-chest-white-anchor-unlock-function-40559289/,dressers-storage-drawers-st004
00559291,STORKLINTA,119.99,https://www.ikea.com/us/en/images/products/storklinta-3-drawer-chest-white-anchor-unlock-function__1283591_pe932548_s5.jpg?f=xxs,"3-drawer chest, 27 1/2x18 7/8x29 1/2 """,https://www.ikea.com/us/en/p/storklinta-3-drawer-chest-white-anchor-unlock-function-00559291/,dressers-storage-drawers-st004
70574245,BRIMNES,219.99,https://www.ikea.com/us/en/images/products/brimnes-4-drawer-chest-black__0651661_pe707004_s5.jpg?f=xxs,"4-drawer chest, 30 3/4x48 7/8 """,https://www.ikea.com/us/en/p/brimnes-4-drawer-chest-black-70574245/,dressers-storage-drawers-st004
50561772,GULLABERG,299.99,https://www.ikea.com/us/en/images/products/gullaberg-6-drawer-dresser-white-anchor-unlock-function__1283779_pe932633_s5.jpg?f=xxs,"6-drawer dresser, 66 1/8x18 7/8x39 3/8 """,https://www.ikea.com/us/en/p/gullaberg-6-drawer-dresser-white-anchor-unlock-function-50561772/,dressers-storage-drawers-st004
30572837,SONGESAND,279.99,https://www.ikea.com/us/en/images/products/songesand-6-drawer-chest-white__0552208_pe658941_s5.jpg?f=xxs,"6-drawer chest, 32 1/4x49 5/8 """,https://www.ikea.com/us/en/p/songesand-6-drawer-chest-white-30572837/,dressers-storage-drawers-st004
90576309,MALM,279.99,https://www.ikea.com/us/en/images/products/malm-6-drawer-chest-black-brown__0626820_pe693005_s5.jpg?f=xxs,"6-drawer chest, 31 1/2x48 3/8 """,https://www.ikea.com/us/en/p/malm-6-drawer-chest-black-brown-90576309/,dressers-storage-drawers-st004
50561668,KILBERGET,99.99,https://www.ikea.com/us/en/images/products/kilberget-3-drawer-chest-white-anchor-unlock-function__1283561_pe932532_s5.jpg?f=xxs,"3-drawer chest, 33 7/8x30 3/4 """,https://www.ikea.com/us/en/p/kilberget-3-drawer-chest-white-anchor-unlock-function-50561668/,dressers-storage-drawers-st004
60576198,HEMNES,349.99,https://www.ikea.com/us/en/images/products/hemnes-6-drawer-chest-black-brown__0651176_pe706788_s5.jpg?f=xxs,"6-drawer chest, 42 1/2x51 5/8 """,https://www.ikea.com/us/en/p/hemnes-6-drawer-chest-black-brown-60576198/,dressers-storage-drawers-st004
20559285,STORKLINTA,169.99,https://www.ikea.com/us/en/images/products/storklinta-5-drawer-chest-white-anchor-unlock-function__1283571_pe932553_s5.jpg?f=xxs,"5-drawer chest, 15 3/4x18 7/8x47 1/4 """,https://www.ikea.com/us/en/p/storklinta-5-drawer-chest-white-anchor-unlock-function-20559285/,dressers-storage-drawers-st004
00333947,EKET,90.00,https://www.ikea.com/us/en/images/products/eket-cabinet-with-2-drawers-white__0472944_pe614332_s5.jpg?f=xxs,"Cabinet with 2 drawers, 27 1/2x13 3/4x13 3/4 """,https://www.ikea.com/us/en/p/eket-cabinet-with-2-drawers-white-00333947/,dressers-storage-drawers-st004
30572823,HAUGA,329.99,https://www.ikea.com/us/en/images/products/hauga-8-drawer-dresser-white__1252005_pe924301_s5.jpg?f=xxs,"8-drawer dresser, 54 3/8x41 """,https://www.ikea.com/us/en/p/hauga-8-drawer-dresser-white-30572823/,dressers-storage-drawers-st004
10561670,KILBERGET,149.99,https://www.ikea.com/us/en/images/products/kilberget-5-drawer-chest-white-anchor-unlock-function__1283558_pe932524_s5.jpg?f=xxs,"5-drawer chest, 29 7/8x40 1/8 """,https://www.ikea.com/us/en/p/kilberget-5-drawer-chest-white-anchor-unlock-function-10561670/,dressers-storage-drawers-st004
30490115,VIHALS,259.99,https://www.ikea.com/us/en/images/products/vihals-6-drawer-dresser-white-anchor-unlock-function__1112063_pe871092_s5.jpg?f=xxs,"6-drawer dresser, 55 1/8x18 1/2x29 1/2 """,https://www.ikea.com/us/en/p/vihals-6-drawer-dresser-white-anchor-unlock-function-30490115/,dressers-storage-drawers-st004
70582165,RAST,49.99,https://www.ikea.com/us/en/images/products/rast-3-drawer-chest-pine__1291243_pe934857_s5.jpg?f=xxs,"3-drawer chest, 24 3/8x26 3/4 """,https://www.ikea.com/us/en/p/rast-3-drawer-chest-pine-70582165/,dressers-storage-drawers-st004
50589078,NORDLI,149.99,https://www.ikea.com/us/en/images/products/nordli-4-drawer-dresser-white__1293672_pe938441_s5.jpg?f=xxs,"4-drawer dresser, 31 1/2x20 7/8 """,https://www.ikea.com/us/en/p/nordli-4-drawer-dresser-white-50589078/,dressers-storage-drawers-st004
90483249,VIHALS,239.99,https://www.ikea.com/us/en/images/products/vihals-6-drawer-dresser-white-anchor-unlock-function__1112060_pe871093_s5.jpg?f=xxs,"6-drawer dresser, 27 1/2x18 1/2x47 1/4 """,https://www.ikea.com/us/en/p/vihals-6-drawer-dresser-white-anchor-unlock-function-90483249/,dressers-storage-drawers-st004
40572832,BRIMNES,169.99,https://www.ikea.com/us/en/images/products/brimnes-3-drawer-chest-white__0500920_pe631468_s5.jpg?f=xxs,"3-drawer chest, 30 3/4x37 3/8 """,https://www.ikea.com/us/en/p/brimnes-3-drawer-chest-white-40572832/,dressers-storage-drawers-st004
50576306,MALM,199.99,https://www.ikea.com/us/en/images/products/malm-4-drawer-chest-black-brown__0484876_pe621355_s5.jpg?f=xxs,"4-drawer chest, 31 1/2x39 3/8 """,https://www.ikea.com/us/en/p/malm-4-drawer-chest-black-brown-50576306/,dressers-storage-drawers-st004
00572834,SONGESAND,149.99,https://www.ikea.com/us/en/images/products/songesand-3-drawer-chest-white__0552190_pe658947_s5.jpg?f=xxs,"3-drawer chest, 32 1/4x31 7/8 """,https://www.ikea.com/us/en/p/songesand-3-drawer-chest-white-00572834/,dressers-storage-drawers-st004
30326177,LENNART,14.99,https://www.ikea.com/us/en/images/products/lennart-drawer-unit-white__0395412_pe564513_s5.jpg?f=xxs,Drawer unit,https://www.ikea.com/us/en/p/lennart-drawer-unit-white-30326177/,dressers-storage-drawers-st004
40561777,GULLABERG,279.99,https://www.ikea.com/us/en/images/products/gullaberg-6-drawer-chest-white-anchor-unlock-function__1283776_pe932630_s5.jpg?f=xxs,"6-drawer chest, 35x18 7/8x48 """,https://www.ikea.com/us/en/p/gullaberg-6-drawer-chest-white-anchor-unlock-function-40561777/,dressers-storage-drawers-st004
90486139,ALEX,189.99,https://www.ikea.com/us/en/images/products/alex-drawer-unit-with-9-drawers-white__0977781_pe813766_s5.jpg?f=xxs,"Drawer unit with 9 drawers, 14 1/8x45 5/8 """,https://www.ikea.com/us/en/p/alex-drawer-unit-with-9-drawers-white-90486139/,dressers-storage-drawers-st004
70589869,TARVA,249.99,https://www.ikea.com/us/en/images/products/tarva-5-drawer-chest-pine__0524306_pe644256_s5.jpg?f=xxs,"5-drawer chest, 29 7/8x50 """,https://www.ikea.com/us/en/p/tarva-5-drawer-chest-pine-70589869/,dressers-storage-drawers-st004
60483241,VIHALS,179.99,https://www.ikea.com/us/en/images/products/vihals-4-drawer-chest-white-anchor-unlock-function__1112066_pe871088_s5.jpg?f=xxs,"4-drawer chest, 27 1/2x18 1/2x35 3/8 """,https://www.ikea.com/us/en/p/vihals-4-drawer-chest-white-anchor-unlock-function-60483241/,dressers-storage-drawers-st004
s99443918,HAUGA,517.00,https://www.ikea.com/us/en/images/products/hauga-storage-combination-gray__0917816_pe785998_s5.jpg?f=xxs,"Storage combination, 96 1/8x18 1/8x45 5/8 """,https://www.ikea.com/us/en/p/hauga-storage-combination-gray-s99443918/,dressers-storage-drawers-st004
50563752,ALEX,50.00,https://www.ikea.com/us/en/images/products/alex-storage-unit-white__1209817_pe909458_s5.jpg?f=xxs,"Storage unit, 14 1/8x27 1/2 """,https://www.ikea.com/us/en/p/alex-storage-unit-white-50563752/,dressers-storage-drawers-st004
10561769,GULLABERG,199.99,https://www.ikea.com/us/en/images/products/gullaberg-3-drawer-chest-white-anchor-unlock-function__1283768_pe932622_s5.jpg?f=xxs,"3-drawer chest, 39x18 7/8x39 3/8 """,https://www.ikea.com/us/en/p/gullaberg-3-drawer-chest-white-anchor-unlock-function-10561769/,dressers-storage-drawers-st004
70572835,SONGESAND,199.99,https://www.ikea.com/us/en/images/products/songesand-4-drawer-chest-white__0552196_pe658953_s5.jpg?f=xxs,"4-drawer chest, 32 1/4x40 1/2 """,https://www.ikea.com/us/en/p/songesand-4-drawer-chest-white-70572835/,dressers-storage-drawers-st004
80485423,ALEX,189.99,https://www.ikea.com/us/en/images/products/alex-drawer-unit-on-casters-white__0977785_pe813769_s5.jpg?f=xxs,"Drawer unit on casters, 26 3/8x26 """,https://www.ikea.com/us/en/p/alex-drawer-unit-on-casters-white-80485423/,dressers-storage-drawers-st004
50589870,TARVA,329.99,https://www.ikea.com/us/en/images/products/tarva-6-drawer-chest-pine__0496978_pe628891_s5.jpg?f=xxs,"6-drawer chest, 59 1/2x36 1/4 """,https://www.ikea.com/us/en/p/tarva-6-drawer-chest-pine-50589870/,dressers-storage-drawers-st004
10251045,HELMER,79.99,https://www.ikea.com/us/en/images/products/helmer-drawer-unit-on-casters-white__0175264_pe328644_s5.jpg?f=xxs,"Drawer unit on casters, 11x27 1/8 """,https://www.ikea.com/us/en/p/helmer-drawer-unit-on-casters-white-10251045/,dressers-storage-drawers-st004
90559296,STORKLINTA,69.99,https://www.ikea.com/us/en/images/products/storklinta-nightstand-white-with-2-drawers__1283590_pe932547_s5.jpg?f=xxs,"Nightstand, 19 5/8x18 7/8x20 7/8 """,https://www.ikea.com/us/en/p/storklinta-nightstand-white-with-2-drawers-90559296/,dressers-storage-drawers-st004
40561782,GULLABERG,299.99,https://www.ikea.com/us/en/images/products/gullaberg-8-drawer-chest-white-anchor-unlock-function__1283777_pe932631_s5.jpg?f=xxs,"8-drawer chest, 35x18 7/8x48 """,https://www.ikea.com/us/en/p/gullaberg-8-drawer-chest-white-anchor-unlock-function-40561782/,dressers-storage-drawers-st004
50293722,LOTE,29.99,https://www.ikea.com/us/en/images/products/lote-3-drawer-chest-white__0651173_pe706785_s5.jpg?f=xxs,"3-drawer chest, 21 5/8x24 3/8 """,https://www.ikea.com/us/en/p/lote-3-drawer-chest-white-50293722/,dressers-storage-drawers-st004
90365161,GALANT,569.00,https://www.ikea.com/us/en/images/products/galant-drawer-unit-white__0613223_pe686157_s5.jpg?f=xxs,"Drawer unit, 31 1/2x31 1/2 """,https://www.ikea.com/us/en/p/galant-drawer-unit-white-90365161/,dressers-storage-drawers-st004
30589871,TARVA,179.99,https://www.ikea.com/us/en/images/products/tarva-3-drawer-chest-pine__0540373_pe652931_s5.jpg?f=xxs,"3-drawer chest, 29 7/8x36 1/4 """,https://www.ikea.com/us/en/p/tarva-3-drawer-chest-pine-30589871/,dressers-storage-drawers-st004
50572822,HAUGA,189.99,https://www.ikea.com/us/en/images/products/hauga-4-drawer-chest-white__1251920_pe924296_s5.jpg?f=xxs,"4-drawer chest, 27 1/2x41 """,https://www.ikea.com/us/en/p/hauga-4-drawer-chest-white-50572822/,dressers-storage-drawers-st004
90428842,EKET,15.00,https://www.ikea.com/us/en/images/products/eket-cabinet-white-stained-oak-effect__1212322_pe910595_s5.jpg?f=xxs,"Cabinet, 13 3/4x9 7/8x13 3/4 """,https://www.ikea.com/us/en/p/eket-cabinet-white-stained-oak-effect-90428842/,dressers-storage-drawers-st004
50508176,ALEX,129.99,https://www.ikea.com/us/en/images/products/alex-drawer-unit-drop-file-storage-white__0377858_pe554184_s5.jpg?f=xxs,"Drawer unit/drop file storage, 14 1/8x27 1/2 """,https://www.ikea.com/us/en/p/alex-drawer-unit-drop-file-storage-white-50508176/,dressers-storage-drawers-st004
80340454,BRIMNES,79.99,https://www.ikea.com/us/en/images/products/brimnes-nightstand-black__0624434_pe691841_s5.jpg?f=xxs,"Nightstand, 15 3/8x16 1/8 """,https://www.ikea.com/us/en/p/brimnes-nightstand-black-80340454/,dressers-storage-drawers-st004
50454908,MALM,89.99,https://www.ikea.com/us/en/images/products/malm-2-drawer-chest-gray-stained__0750582_pe746779_s5.jpg?f=xxs,"2-drawer chest, 15 3/4x21 5/8 """,https://www.ikea.com/us/en/p/malm-2-drawer-chest-gray-stained-50454908/,dressers-storage-drawers-st004
70559297,STORKLINTA,69.99,https://www.ikea.com/us/en/images/products/storklinta-nightstand-dark-brown-oak-effect-with-2-drawers__1283586_pe932543_s5.jpg?f=xxs,"Nightstand, 19 5/8x18 7/8x20 7/8 """,https://www.ikea.com/us/en/p/storklinta-nightstand-dark-brown-oak-effect-with-2-drawers-70559297/,dressers-storage-drawers-st004
60596667,VIKHAMMER,119.99,https://www.ikea.com/us/en/images/products/vikhammer-nightstand-walnut-veneer__1412894_pe974105_s5.jpg?f=xxs,"Nightstand, 23 5/8x15 3/8 """,https://www.ikea.com/us/en/p/vikhammer-nightstand-walnut-veneer-60596667/,dressers-storage-drawers-st004
30589079,NORDLI,99.99,https://www.ikea.com/us/en/images/products/nordli-2-drawer-chest-white__0555298_pe660391_s5.jpg?f=xxs,"2-drawer chest, 15 3/4x21 1/4 """,https://www.ikea.com/us/en/p/nordli-2-drawer-chest-white-30589079/,dressers-storage-drawers-st004
30500893,OLDERDALEN,149.99,https://www.ikea.com/us/en/images/products/olderdalen-nightstand-gray-green-pine__1064144_pe851507_s5.jpg?f=xxs,"Nightstand, 18 1/2x16 7/8 """,https://www.ikea.com/us/en/p/olderdalen-nightstand-gray-green-pine-30500893/,dressers-storage-drawers-st004
10572824,HAUGA,89.99,https://www.ikea.com/us/en/images/products/hauga-2-drawer-chest-white__1250849_pe924031_s5.jpg?f=xxs,"2-drawer chest, 19 5/8x18 1/8x26 3/4 """,https://www.ikea.com/us/en/p/hauga-2-drawer-chest-white-10572824/,dressers-storage-drawers-st004
90483471,HEMNES,179.99,https://www.ikea.com/us/en/images/products/hemnes-3-drawer-chest-dark-gray-stained__0825810_pe776363_s5.jpg?f=xxs,"3-drawer chest, 22 7/8x31 1/8 """,https://www.ikea.com/us/en/p/hemnes-3-drawer-chest-dark-gray-stained-90483471/,dressers-storage-drawers-st004
90388978,VIKHAMMER,89.99,https://www.ikea.com/us/en/images/products/vikhammer-nightstand-black__0569526_pe665936_s5.jpg?f=xxs,"Nightstand, 23 5/8x15 3/8 """,https://www.ikea.com/us/en/p/vikhammer-nightstand-black-90388978/,dressers-storage-drawers-st004
50213080,MICKE,59.99,https://www.ikea.com/us/en/images/products/micke-drawer-unit-drop-file-storage-white__0122832_pe279061_s5.jpg?f=xxs,"Drawer unit/drop file storage, 13 3/4x29 1/2 """,https://www.ikea.com/us/en/p/micke-drawer-unit-drop-file-storage-white-50213080/,dressers-storage-drawers-st004
00576318,KNARREVIK,9.99,https://www.ikea.com/us/en/images/products/knarrevik-nightstand-black__1255280_pe924479_s5.jpg?f=xxs,"Nightstand, 14 5/8x11 """,https://www.ikea.com/us/en/p/knarrevik-nightstand-black-00576318/,dressers-storage-drawers-st004
s59422220,ALEX,100.00,https://www.ikea.com/us/en/images/products/alex-drawer-unit-on-casters-white-black__0993108_pe820411_s5.jpg?f=xxs,"Drawer unit on casters, 14 1/8x29 7/8 """,https://www.ikea.com/us/en/p/alex-drawer-unit-on-casters-white-black-s59422220/,dressers-storage-drawers-st004
00583106,GRÅFJÄLLET,39.99,https://www.ikea.com/us/en/images/products/grafjaellet-nightstand-white__1327643_pe944531_s5.jpg?f=xxs,"Nightstand, 17 3/4x14 1/8x23 1/4 """,https://www.ikea.com/us/en/p/grafjaellet-nightstand-white-00583106/,dressers-storage-drawers-st004
40489319,TONSTAD,129.99,https://www.ikea.com/us/en/images/products/tonstad-nightstand-brown-stained-oak-veneer__1247214_pe922594_s5.jpg?f=xxs,"Nightstand, 15 3/4x15 3/4x23 1/4 """,https://www.ikea.com/us/en/p/tonstad-nightstand-brown-stained-oak-veneer-40489319/,dressers-storage-drawers-st004
80499397,YTTERVÅG,99.99,https://www.ikea.com/us/en/images/products/yttervag-nightstand-gray-brown__1250458_pe923747_s5.jpg?f=xxs,"Nightstand, 18 1/2x16 1/8 """,https://www.ikea.com/us/en/p/yttervag-nightstand-gray-brown-80499397/,dressers-storage-drawers-st004
10567568,LILLBERGET,39.99,https://www.ikea.com/us/en/images/products/lillberget-nightstand-white__1281809_pe931989_s5.jpg?f=xxs,"Nightstand, 15 3/4x16 1/2x19 1/4 """,https://www.ikea.com/us/en/p/lillberget-nightstand-white-10567568/,dressers-storage-drawers-st004
s29541941,ALEX,60.00,https://www.ikea.com/us/en/images/products/alex-storage-unit-on-casters-white-black__1223401_pe914630_s5.jpg?f=xxs,"Storage unit on casters, 14 1/8x29 7/8 """,https://www.ikea.com/us/en/p/alex-storage-unit-on-casters-white-black-s29541941/,dressers-storage-drawers-st004
00365165,GALANT,499.99,https://www.ikea.com/us/en/images/products/galant-drawer-unit-drop-file-storage-white__0613260_pe686190_s5.jpg?f=xxs,"Drawer unit/drop file storage, 31 1/2x31 1/2 """,https://www.ikea.com/us/en/p/galant-drawer-unit-drop-file-storage-white-00365165/,dressers-storage-drawers-st004
20561151,STORKLINTA,49.99,https://www.ikea.com/us/en/images/products/storklinta-nightstand-dark-brown-oak-effect-with-1-drawer__1283573_pe932555_s5.jpg?f=xxs,"Nightstand, 15 3/4x18 7/8x20 7/8 """,https://www.ikea.com/us/en/p/storklinta-nightstand-dark-brown-oak-effect-with-1-drawer-20561151/,dressers-storage-drawers-st004
70367444,SONGESAND,89.99,https://www.ikea.com/us/en/images/products/songesand-nightstand-brown__0550416_pe658162_s5.jpg?f=xxs,"Nightstand, 16 1/2x15 3/4 """,https://www.ikea.com/us/en/p/songesand-nightstand-brown-70367444/,dressers-storage-drawers-st004
50411990,GLADOM,19.99,https://www.ikea.com/us/en/images/products/gladom-tray-table-black__0567223_pe664991_s5.jpg?f=xxs,"Tray table, 17 1/2x20 5/8 """,https://www.ikea.com/us/en/p/gladom-tray-table-black-50411990/,dressers-storage-drawers-st004
80561153,STORKLINTA,69.99,https://www.ikea.com/us/en/images/products/storklinta-nightstand-oak-effect-with-2-drawers__1283589_pe932546_s5.jpg?f=xxs,"Nightstand, 19 5/8x18 7/8x20 7/8 """,https://www.ikea.com/us/en/p/storklinta-nightstand-oak-effect-with-2-drawers-80561153/,dressers-storage-drawers-st004
70407360,BJÖRKSNÄS,129.99,https://www.ikea.com/us/en/images/products/bjoerksnaes-nightstand-birch__0598067_pe677433_s5.jpg?f=xxs,"Nightstand, 18 7/8x15 """,https://www.ikea.com/us/en/p/bjoerksnaes-nightstand-birch-70407360/,dressers-storage-drawers-st004
40569231,HATTÅSEN,24.99,https://www.ikea.com/us/en/images/products/hattasen-bedside-table-shelf-unit-black__1111037_pe870640_s5.jpg?f=xxs,Bedside table/shelf unit,https://www.ikea.com/us/en/p/hattasen-bedside-table-shelf-unit-black-40569231/,dressers-storage-drawers-st004
80486328,GURSKEN,19.99,https://www.ikea.com/us/en/images/products/gursken-nightstand-light-beige__0923962_pe788458_s5.jpg?f=xxs,"Nightstand, 15 3/8x11 3/4 """,https://www.ikea.com/us/en/p/gursken-nightstand-light-beige-80486328/,dressers-storage-drawers-st004
70567805,STOMSÖ,59.99,https://www.ikea.com/us/en/images/products/stomsoe-wall-mounted-bedside-table-birch-effect-white-blue__1270836_pe929403_s5.jpg?f=xxs,"Wall-mounted bedside table, 14 1/8x11 3/8x7 7/8 """,https://www.ikea.com/us/en/p/stomsoe-wall-mounted-bedside-table-birch-effect-white-blue-70567805/,dressers-storage-drawers-st004
50531983,SKRUVBY,49.99,https://www.ikea.com/us/en/images/products/skruvby-side-table-black-blue__1123678_pe874844_s5.jpg?f=xxs,"Side table, 15 3/4x12 5/8 """,https://www.ikea.com/us/en/p/skruvby-side-table-black-blue-50531983/,dressers-storage-drawers-st004
20576322,KNARREVIK,9.99,https://www.ikea.com/us/en/images/products/knarrevik-nightstand-bright-yellow__1262969_pe927179_s5.jpg?f=xxs,"Nightstand, 14 5/8x11 """,https://www.ikea.com/us/en/p/knarrevik-nightstand-bright-yellow-20576322/,dressers-storage-drawers-st004
